ts,platform,ms_played,conn_country,ip_addr,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,episode_name,episode_show_name,spotify_episode_uri,reason_start,reason_end,shuffle,skipped,offline,offline_timestamp,incognito_mode,listened
2024-04-02 12:31:07+00:00,windows,24710,IT,5.43.248.44,CRAZYZ,Fuerza Regida,Pa las Baby's Y Belikeada,spotify:track:4zfQER4owi8q6NL8Gg63Ya,,,,playbtn,endplay,False,True,False,1712061041,False,1
2024-04-02 12:31:20+00:00,windows,10440,IT,5.43.248.44,NUEVA VIDA,Peso Pluma,GÉNESIS,spotify:track:4Nf5EZ40JenjMUKXOiyRU5,,,,playbtn,endplay,False,True,False,1712061068,False,1
2024-04-02 12:31:55+00:00,windows,35280,IT,5.43.248.44,Ella Baila Sola,Eslabon Armado,DESVELADO,spotify:track:3qQbCzHBycnDpGskqOWY0E,,,,playbtn,endplay,False,True,False,1712061080,False,1
2024-04-02 12:32:12+00:00,windows,14850,IT,5.43.248.44,Liar,Camila Cabello,Liar,spotify:track:7LzouaWGFCy4tkXDOOnEyM,,,,playbtn,endplay,False,True,False,1712061116,False,1
2024-04-02 12:32:27+00:00,windows,14940,IT,5.43.248.44,Black & Gold,Sam Sparro,Black & Gold,spotify:track:3V45D1XTTyVZFN3liYuik6,,,,playbtn,endplay,False,True,False,1712061132,False,1
2024-04-02 12:33:03+00:00,windows,34110,IT,5.43.248.44,MAKUMBA,Noemi,MAKUMBA,spotify:track:3HbIRS4zvlaG28WVw4xW70,,,,playbtn,endplay,False,True,False,1712061148,False,1
2024-04-02 12:33:13+00:00,windows,9360,IT,5.43.248.44,Best Thing I Never Had,Beyoncé,4,spotify:track:3lBRNqXjPp2j3JMTCXDTNO,,,,playbtn,endplay,False,True,False,1712061184,False,1
2024-04-02 12:33:26+00:00,windows,11840,IT,5.43.248.44,Splash,Colapesce,Splash,spotify:track:7EZcLhi3EhKMb408cHOQOU,,,,playbtn,endplay,False,True,False,1712061194,False,1
2024-04-02 12:33:49+00:00,windows,21340,IT,5.43.248.44,Stop And Stare,OneRepublic,Dreaming Out Loud,spotify:track:0pg4ptWsO9eMH6nEhrM9fD,,,,playbtn,endplay,False,True,False,1712061207,False,1
2024-04-02 12:34:03+00:00,windows,12670,IT,5.43.248.44,GRAFFITI (feat. Bresh),Rose Villain,RADIO SAKURA,spotify:track:64rCnKKEHAS84Q93hQBzIg,,,,playbtn,endplay,False,True,False,1712061229,False,1
2024-04-02 12:34:20+00:00,windows,16580,IT,5.43.248.44,Loneliness,Calcutta ,RELAX,spotify:track:0HJd4ynGL3mn0p2o6WE9DI,,,,playbtn,endplay,False,True,False,1712061243,False,1
2024-04-02 12:34:39+00:00,windows,17670,IT,5.43.248.44,Sola,Venerus,Il Segreto,spotify:track:6Jqgepi7N8m4Gn2m7YUIZb,,,,playbtn,endplay,False,True,False,1712061261,False,1
2024-04-02 12:34:58+00:00,windows,17770,IT,5.43.248.44,Missili,Frah Quintale,Lungolinea.,spotify:track:5dcyltc1ataieXIeTqhH3t,,,,playbtn,endplay,False,True,False,1712061280,False,147
2024-04-02 12:35:19+00:00,windows,19550,IT,5.43.248.44,Quanto ti vorrei,chiello,Quanto ti vorrei,spotify:track:1AC9rHDPQC3QoC3iYPeSEI,,,,playbtn,endplay,False,True,False,1712061299,False,130
2024-04-02 12:35:34+00:00,windows,13640,IT,5.43.248.44,Resta qui,Venerus,Il Segreto,spotify:track:3FpowMRMO75CtxBWb0Pbll,,,,playbtn,endplay,False,True,False,1712061320,False,1
2024-04-02 12:36:03+00:00,windows,27390,IT,5.43.248.44,Ottima Scusa,Willie Peyote,Sindrome di Tôret,spotify:track:0XhdO6hPMLByA0nk8HAiGN,,,,playbtn,endplay,False,True,False,1712061335,False,108
2024-04-02 12:36:16+00:00,windows,12720,IT,5.43.248.44,Shut Up and Dance,WALK THE MOON,TALKING IS HARD,spotify:track:4kbj5MwxO1bq9wjT5g9HaA,,,,playbtn,endplay,False,True,False,1712061364,False,1
2024-04-02 12:36:44+00:00,windows,26130,IT,5.43.248.44,Ladro Di Fiori,BLANCO,Blu Celeste,spotify:track:18E4wq8is4m6wL8HxrEaQ9,,,,playbtn,endplay,False,True,False,1712061377,False,1
2024-04-02 12:37:09+00:00,windows,24140,IT,5.43.248.44,Le Monde - From Talk to Me,Richard Carter,Talk to Me,spotify:track:424DkevE18QJazwlljiTD4,,,,playbtn,endplay,False,True,False,1712061405,False,3
2024-04-02 12:37:53+00:00,windows,42670,IT,5.43.248.44,You Know You're Right,Nirvana,Nirvana,spotify:track:5O8L4I2S4izFGDjvP7xAKv,,,,playbtn,endplay,False,True,False,1712061430,False,1
2024-04-02 12:38:41+00:00,windows,46590,IT,5.43.248.44,I Fall In Love Too Easily,Chet Baker,Chet Baker Sings,spotify:track:0F845nujLVqCb0XMZCh5Pc,,,,playbtn,endplay,False,True,False,1712061474,False,1
2024-04-02 12:39:01+00:00,windows,18390,IT,5.43.248.44,Do It Again,The Chemical Brothers,We Are The Night,spotify:track:6eypw7fGYBtYxD3dCE2pld,,,,playbtn,endplay,False,True,False,1712061522,False,1
2024-04-02 12:39:21+00:00,windows,18120,IT,5.43.248.44,"One, Two Step (feat. Missy Elliott)",Ciara,Goodies,spotify:track:7uKcScNXuO3MWw6LowBjW1,,,,playbtn,endplay,False,True,False,1712061542,False,1
2024-04-02 12:39:45+00:00,windows,23290,IT,5.43.248.44,The Boy Is Mine,Brandy,Never Say Never,spotify:track:6sHsXIJoEN5JpdkGMQDJxt,,,,playbtn,endplay,False,True,False,1712061561,False,1
2024-04-02 12:40:00+00:00,windows,13590,IT,5.43.248.44,You Don't Own Me,Lesley Gore,Lesley Gore Sings Of Mixed-Up Hearts,spotify:track:7ngRS53kqxLcEt9Pythc5d,,,,playbtn,endplay,False,True,False,1712061586,False,6
2024-04-02 12:40:20+00:00,windows,19050,IT,5.43.248.44,LUCCIOLA,Tamango,COME FOSSERO CAREZZE,spotify:track:6LEG4PJ3kyA8Ko7VMTKZ7F,,,,playbtn,endplay,False,True,False,1712061600,False,1
2024-04-02 12:40:36+00:00,windows,15100,IT,5.43.248.44,Boys Don't Cry,The Cure,Three Imaginary Boys,spotify:track:1QFh8OH1e78dGd3VyJZCAC,,,,playbtn,endplay,False,True,False,1712061621,False,1
2024-04-02 12:40:51+00:00,windows,13630,IT,5.43.248.44,Spellbound,Siouxsie and the Banshees,Juju,spotify:track:5Ng6UbryNd3eds2zQk9MUf,,,,playbtn,endplay,False,True,False,1712061636,False,1
2024-04-02 12:41:08+00:00,windows,15940,IT,5.43.248.44,This Must Be the Place (Naive Melody) - 2005 Remaster,Talking Heads,Speaking in Tongues,spotify:track:6aBUnkXuCEQQHAlTokv9or,,,,playbtn,endplay,False,True,False,1712061651,False,1
2024-04-02 12:41:23+00:00,windows,12830,IT,5.43.248.44,One Step Beyond (2009 Remaster),Madness,One Step Beyond,spotify:track:6DzBTj1UCr1BvzNX3Pm5rL,,,,playbtn,endplay,False,True,False,1712061669,False,1
2024-04-02 12:41:35+00:00,windows,11330,IT,5.43.248.44,Atomic,Blondie,Eat To The Beat,spotify:track:5QIbR39hAEDIOkr4ggh4xc,,,,playbtn,endplay,False,True,False,1712061683,False,1
2024-04-02 12:41:52+00:00,windows,16100,IT,5.43.248.44,Beer,Reel Big Fish,Turn The Radio Off,spotify:track:7qEm8Z4KFLdCMlv96KykVd,,,,playbtn,endplay,False,True,False,1712061696,False,1
2024-04-02 12:42:05+00:00,windows,11530,IT,5.43.248.44,You,Bad Religion,No Control,spotify:track:71dRBSmaKMdaFZPeZlVzf5,,,,playbtn,endplay,False,True,False,1712061713,False,1
2024-04-02 12:42:19+00:00,windows,13120,IT,5.43.248.44,Hey Tonight,Creedence Clearwater Revival,Pendulum,spotify:track:3UrGEZVC2bbMfVcI0DGOlB,,,,playbtn,endplay,False,True,False,1712061726,False,1
2024-04-02 12:42:36+00:00,windows,15190,IT,5.43.248.44,Wild West End,Dire Straits,Dire Straits,spotify:track:6yVnpVWuT3NdhAmQe05T33,,,,playbtn,endplay,False,True,False,1712061740,False,1
2024-04-02 12:42:52+00:00,windows,14800,IT,5.43.248.44,Proud Mary,Creedence Clearwater Revival,Bayou Country,spotify:track:6pxWv6GV35VGmcPf5dh6CH,,,,playbtn,endplay,False,True,False,1712061756,False,1
2024-04-02 12:43:10+00:00,windows,17660,IT,5.43.248.44,Who Can It Be Now?,Men At Work,Business As Usual,spotify:track:5BCykgPXc7zEBg2oU0klvy,,,,playbtn,endplay,False,True,False,1712061772,False,15
2024-04-02 12:43:25+00:00,windows,14070,IT,5.43.248.44,Water Of Love,Dire Straits,Dire Straits,spotify:track:62JvDbmEtwIU3m4LhiG6Ah,,,,playbtn,endplay,False,True,False,1712061791,False,1
2024-04-02 12:43:41+00:00,windows,13840,IT,5.43.248.44,Modern Love - 2018 Remaster,David Bowie,Let's Dance,spotify:track:3gxEZXUjrNbl3TlSrTGbR5,,,,playbtn,endplay,False,True,False,1712061806,False,1
2024-04-02 12:43:53+00:00,windows,11770,IT,5.43.248.44,Travelin' Band,Creedence Clearwater Revival,Cosmo's Factory,spotify:track:0INUNNYfsp4qr6kJdY46mY,,,,playbtn,endplay,False,True,False,1712061821,False,1
2024-04-02 13:13:34+00:00,windows,3600,IT,5.43.248.44,Crazy Little Thing Called Love - Remastered 2011,Queen,The Game,spotify:track:6xdLJrVj4vIXwhuG8TMopk,,,,playbtn,endplay,False,True,False,1712061834,False,1
2024-04-02 13:13:37+00:00,windows,2820,IT,5.43.248.44,Runaway,Kanye West,My Beautiful Dark Twisted Fantasy,spotify:track:3DK6m7It6Pw857FcQftMds,,,,clickrow,fwdbtn,False,True,False,1712063615,False,230
2024-04-02 13:13:39+00:00,windows,1810,IT,5.43.248.44,Butterflies & Hurricanes,Muse,Absolution,spotify:track:5XpJOQgVEuM1FzgeGXzUvk,,,,fwdbtn,fwdbtn,True,True,False,1712063618,False,19
2024-04-02 13:17:51+00:00,windows,253106,IT,5.43.248.44,iSpy (feat. Lil Yachty),KYLE,iSpy (feat. Lil Yachty),spotify:track:2EEeOnHehOozLq4aS0n6SL,,,,fwdbtn,trackdone,True,False,False,1712063620,False,3
2024-04-02 13:18:55+00:00,windows,61973,IT,5.43.248.44,Lane Boy,Twenty One Pilots,Blurryface,spotify:track:2P61EK6DMGyVyssLWS4fKy,,,,trackdone,fwdbtn,True,True,False,1712063872,False,16
2024-04-02 13:18:56+00:00,windows,1170,IT,5.43.248.44,Wisemen,James Blunt,Back to Bedlam,spotify:track:3fl78noR9kt12JYKuTAP4a,,,,fwdbtn,fwdbtn,True,True,False,1712063935,False,3
2024-04-02 13:18:57+00:00,windows,1050,IT,5.43.248.44,Make It Right,FDVM,Make It Right,spotify:track:4EaLtMfbUpse9yzsxVYicz,,,,fwdbtn,fwdbtn,True,True,False,1712063937,False,11
2024-04-02 13:21:58+00:00,windows,1480,IT,5.43.248.44,Hotel California - 2013 Remaster,Eagles,Hotel California,spotify:track:40riOy7x9W7GXjyGp4pjAv,,,,fwdbtn,fwdbtn,True,True,False,1712064118,False,10
2024-04-02 13:21:58+00:00,windows,179860,IT,5.43.248.44,Pursuit Of Happiness (Nightmare),Kid Cudi,Man On The Moon: The End Of Day,spotify:track:4kTLpAbhuEGHAAdDjOIWaa,,,,fwdbtn,fwdbtn,True,True,False,1712063938,False,74
2024-04-02 13:25:46+00:00,windows,228586,IT,5.43.248.44,"Another Brick In The Wall, Pt. 2 - 2011 Remastered Version",Pink Floyd,The Wall (Remastered),spotify:track:7rPzEczIS574IgPaiPieS3,,,,fwdbtn,trackdone,True,False,False,1712064119,False,9
2024-04-02 13:39:45+00:00,windows,232786,IT,5.43.248.44,You Know How We Do It,Ice Cube,Greatest Hits,spotify:track:67ncYmW29pNJJY2yXuLPwT,,,,trackdone,trackdone,True,False,False,1712064347,False,31
2024-04-02 13:43:19+00:00,windows,212953,IT,5.43.248.44,Daylight,David Kushner,Daylight,spotify:track:1odExI7RdWc4BT515LTAwj,,,,trackdone,trackdone,True,False,False,1712065185,False,4
2024-04-02 13:47:28+00:00,windows,249506,IT,5.43.248.44,Quelli che benpensano (feat. Riccardo Sinigallia),Frankie hi-nrg mc,La Morte Dei Miracoli & Diff. Coupling,spotify:track:0ekMehNXQgeMJXfCPrlTTf,,,,trackdone,trackdone,True,False,False,1712065399,False,12
2024-04-02 13:51:18+00:00,windows,228933,IT,5.43.248.44,In My Place,Coldplay,In My Place,spotify:track:2aXZp30TocFnABRPF1Isrl,,,,trackdone,trackdone,True,False,False,1712065649,False,10
2024-04-02 13:54:46+00:00,windows,206783,IT,5.43.248.44,Seven Days in Sunny June,Jamiroquai,Dynamite,spotify:track:2bwxqGKS5GPXfNanAIRe2p,,,,trackdone,fwdbtn,True,True,False,1712065878,False,16
2024-04-02 13:59:39+00:00,windows,292310,IT,5.43.248.44,The Scientist,Coldplay,A Rush of Blood to the Head,spotify:track:75JFxkI2RXiU7L9VXzMkle,,,,fwdbtn,fwdbtn,True,True,False,1712066087,False,62
2024-04-02 13:59:41+00:00,windows,2070,IT,5.43.248.44,La La La,Naughty Boy,Hotel Cabana,spotify:track:3wPPWcVuinAU7dXcJXtCID,,,,fwdbtn,fwdbtn,True,True,False,1712066379,False,6
2024-04-02 13:59:43+00:00,windows,2130,IT,5.43.248.44,Royals,Lorde,Pure Heroine,spotify:track:2dLLR6qlu5UJ5gk0dKz0h3,,,,fwdbtn,fwdbtn,True,True,False,1712066381,False,5
2024-04-02 13:59:44+00:00,windows,1270,IT,5.43.248.44,Take on Me,a-ha,Hunting High and Low,spotify:track:2WfaOiMkCvy7F5fcp2zZ8L,,,,fwdbtn,fwdbtn,True,True,False,1712066383,False,30
2024-04-02 13:59:45+00:00,windows,1070,IT,5.43.248.44,I See You (feat. Billy Raffoul),Kygo,Kids in Love,spotify:track:7ylOCfpjsuxM6w7W7b3W91,,,,fwdbtn,fwdbtn,True,True,False,1712066385,False,6
2024-04-02 13:59:48+00:00,windows,1770,IT,5.43.248.44,Can't Get You out of My Head,Kylie Minogue,Fever,spotify:track:3E7ZwUMJFqpsDOJzEkBrQ7,,,,fwdbtn,fwdbtn,True,True,False,1712066386,False,10
2024-04-02 13:59:51+00:00,windows,2850,IT,5.43.248.44,I Know What You Want (feat. Flipmode Squad),Busta Rhymes,It Ain't Safe No More,spotify:track:3oairMMtNVnUppKwroxou4,,,,fwdbtn,fwdbtn,True,True,False,1712066388,False,18
2024-04-02 14:04:06+00:00,windows,1360,IT,5.43.248.44,How to Save a Life,The Fray,How To Save A Life,spotify:track:5fVZC9GiM4e8vu99W0Xf6J,,,,fwdbtn,fwdbtn,True,True,False,1712066646,False,8
2024-04-02 14:04:06+00:00,windows,254780,IT,5.43.248.44,Lady - Hear Me Tonight,Modjo,Modjo,spotify:track:49X0LAl6faAusYq02PRAY6,,,,fwdbtn,fwdbtn,True,True,False,1712066391,False,10
2024-04-02 14:04:08+00:00,windows,1210,IT,5.43.248.44,A Message,Coldplay,X&Y,spotify:track:2w3eXFL86RgxGtDr8bzwgK,,,,fwdbtn,fwdbtn,True,True,False,1712066647,False,11
2024-04-02 14:04:09+00:00,windows,1240,IT,5.43.248.44,Ophelia,The Lumineers,The Leading Ladies,spotify:track:7gUvAzKQ651eGm16AqcTbP,,,,fwdbtn,fwdbtn,True,True,False,1712066649,False,3
2024-04-02 14:04:11+00:00,windows,1150,IT,5.43.248.44,Every Breath You Take,The Police,Synchronicity - Remastered 2003,spotify:track:1JSTJqkT5qHq8MDJnJbRE1,,,,fwdbtn,fwdbtn,True,True,False,1712066650,False,6
2024-04-02 14:04:12+00:00,windows,1360,IT,5.43.248.44,All The Things She Said,t.A.T.u.,200 KM/H In The Wrong Lane,spotify:track:4bJygwUKrRgq1stlNXcgMg,,,,fwdbtn,fwdbtn,True,True,False,1712066652,False,9
2024-04-02 14:04:14+00:00,windows,1040,IT,5.43.248.44,Migraine,Twenty One Pilots,Vessel,spotify:track:4rfaoyaZvNa60cj3OKSQV9,,,,fwdbtn,fwdbtn,True,True,False,1712066653,False,8
2024-04-02 14:04:15+00:00,windows,980,IT,5.43.248.44,Stole the Show,Kygo,Cloud Nine,spotify:track:5masKPHeAOVNgxdLebIcK7,,,,fwdbtn,fwdbtn,True,True,False,1712066654,False,7
2024-04-02 14:09:04+00:00,windows,290280,IT,5.43.248.44,Message In A Bottle,The Police,Reggatta De Blanc - Remastered 2003,spotify:track:1oYYd2gnWZYrt89EBXdFiO,,,,fwdbtn,trackdone,True,False,False,1712066655,False,19
2024-04-02 14:14:59+00:00,windows,354320,IT,5.43.248.44,Bohemian Rhapsody - Remastered 2011,Queen,A Night At The Opera,spotify:track:4u7EnebtmKWzUH433cf5Qv,,,,trackdone,trackdone,True,False,False,1712066945,False,8
2024-04-02 14:15:24+00:00,windows,23700,IT,5.43.248.44,Here Comes The Sun - Remastered 2009,The Beatles,Abbey Road,spotify:track:6dGnYIeXmHdcikdzNNDMm2,,,,trackdone,fwdbtn,True,True,False,1712067300,False,4
2024-04-02 14:24:42+00:00,windows,212200,IT,5.43.248.44,Under Pressure - Remastered 2011,Queen,Hot Space,spotify:track:2fuCquhmrzHpu5xcA1ci9x,,,,fwdbtn,fwdbtn,True,True,False,1712067325,False,18
2024-04-02 14:28:14+00:00,windows,213173,IT,5.43.248.44,You Give Me Something,James Morrison,Undiscovered,spotify:track:6bFsQ6yOp3z5mGNkhWP0P1,,,,fwdbtn,trackdone,True,False,False,1712067883,False,18
2024-04-02 14:32:06+00:00,windows,231723,IT,5.43.248.44,Chamber Of Reflection,Mac DeMarco,Salad Days,spotify:track:7H7NyZ3G075GqPx2evsfeb,,,,trackdone,trackdone,True,False,False,1712068095,False,14
2024-04-02 14:32:15+00:00,windows,6302,IT,5.43.248.44,Nico and the Niners,Twenty One Pilots,Trench,spotify:track:5SehvGGC53A7SZKCLXQcyt,,,,trackdone,fwdbtn,True,True,False,1712068327,False,74
2024-04-02 14:32:18+00:00,windows,930,IT,5.43.248.44,Spirits,The Strumbellas,Hope,spotify:track:6yDXmurL5FA9Rjn94cRp2g,,,,fwdbtn,fwdbtn,True,True,False,1712068338,False,7
2024-04-02 14:32:18+00:00,windows,2720,IT,5.43.248.44,Ordinary World,Duran Duran,Duran Duran,spotify:track:0wokCRaKD0zPNhMRXAgVsr,,,,fwdbtn,fwdbtn,True,True,False,1712068335,False,17
2024-04-02 14:32:26+00:00,windows,7830,IT,5.43.248.44,Save a Prayer,Duran Duran,The Singles 81-85,spotify:track:4gXSJzN84xigfKeDUcVOav,,,,fwdbtn,fwdbtn,True,True,False,1712068339,False,22
2024-04-02 14:35:12+00:00,windows,166120,IT,5.43.248.44,Young Folks,Peter Bjorn and John,Writer's Block,spotify:track:4dyx5SzxPPaD8xQIid5Wjj,,,,fwdbtn,fwdbtn,True,True,False,1712068347,False,25
2024-04-02 14:38:41+00:00,windows,209259,IT,5.43.248.44,golden hour,JVKE,this is what ____ feels like (Vol. 1-4),spotify:track:5odlY52u43F5BjByhxg7wg,,,,fwdbtn,trackdone,True,False,False,1712068513,False,6
2024-04-02 14:41:44+00:00,windows,181390,IT,5.43.248.44,Californication,Red Hot Chili Peppers,Californication,spotify:track:48UPSzbZjgc449aqz8bxox,,,,trackdone,fwdbtn,True,True,False,1712068722,False,18
2024-04-02 14:41:45+00:00,windows,410,IT,5.43.248.44,Angels,Robbie Williams,Life Thru A Lens,spotify:track:1M2nd8jNUkkwrc1dgBPTJz,,,,fwdbtn,backbtn,True,True,False,1712068904,False,6
2024-04-02 14:41:46+00:00,windows,1070,IT,5.43.248.44,Californication,Red Hot Chili Peppers,Californication,spotify:track:48UPSzbZjgc449aqz8bxox,,,,backbtn,fwdbtn,True,True,False,1712068905,False,18
2024-04-02 14:41:47+00:00,windows,510,IT,5.43.248.44,Angels,Robbie Williams,Life Thru A Lens,spotify:track:1M2nd8jNUkkwrc1dgBPTJz,,,,fwdbtn,fwdbtn,True,True,False,1712068906,False,6
2024-04-02 14:45:39+00:00,windows,232510,IT,5.43.248.44,Dandelions - slowed + reverb,Ruth B.,Dandelions,spotify:track:6cii6vbf1gITzGEpDrc5BP,,,,fwdbtn,logout,True,False,False,1712068907,False,5
2024-04-02 15:15:18+00:00,android,18801,IT,93.33.148.25,Maria Maria (feat. The Product G&B),Santana,Supernatural,spotify:track:3XKIUb7HzIF1Vu9usunMzc,,,,appload,endplay,False,True,False,1712070898,False,2
2024-04-02 15:15:20+00:00,android,2166,IT,93.33.148.25,Hit 'Em Up - Single Version,2Pac,Greatest Hits,spotify:track:0Z2J91b2iTGLVTZC4fKgxf,,,,clickrow,endplay,False,True,False,1712070918,False,185
2024-04-02 15:15:22+00:00,android,1964,IT,93.33.148.25,Money Trees,Kendrick Lamar,"good kid, m.A.A.d city",spotify:track:74tLlkN3rgVzRqQJgPfink,,,,clickrow,endplay,False,True,False,1712070920,False,255
2024-04-02 15:15:23+00:00,android,732,IT,93.33.148.25,Can't Tell Me Nothing,Kanye West,Graduation,spotify:track:0mEdbdeRFQwBhN4xfyIeUM,,,,clickrow,endplay,False,True,False,1712070922,False,207
2024-04-02 15:19:17+00:00,android,235800,IT,93.33.148.25,Lonely,Akon,Trouble,spotify:track:1UGMu0Tf5nmKoYIPPztbQQ,,,,clickrow,trackdone,False,False,False,1712070923,False,65
2024-04-02 15:27:13+00:00,android,91880,IT,93.33.148.25,No Role Modelz,J. Cole,2014 Forest Hills Drive,spotify:track:68Dni7IE4VyPkTOH9mRWHr,,,,trackdone,endplay,False,True,False,1712071158,False,76
2024-04-02 15:27:14+00:00,android,992,IT,93.33.148.25,No Role Modelz,J. Cole,2014 Forest Hills Drive,spotify:track:68Dni7IE4VyPkTOH9mRWHr,,,,clickrow,fwdbtn,False,True,False,1712071633,False,76
2024-04-02 15:41:08+00:00,android,269320,IT,93.33.148.25,PRIDE.,Kendrick Lamar,DAMN.,spotify:track:6IZvVAP7VPPnsGX6bvgkqg,,,,fwdbtn,endplay,False,True,False,1712071635,False,193
2024-04-02 15:41:09+00:00,android,1122,IT,93.33.148.25,PRIDE.,Kendrick Lamar,DAMN.,spotify:track:6IZvVAP7VPPnsGX6bvgkqg,,,,clickrow,fwdbtn,False,True,False,1712072468,False,193
2024-04-02 15:45:34+00:00,android,265650,IT,93.33.148.25,Flashing Lights,Kanye West,Graduation,spotify:track:5TRPicyLGbAF2LGBFbHGvO,,,,fwdbtn,fwdbtn,False,True,False,1712072470,False,231
2024-04-02 15:45:36+00:00,android,1016,IT,93.33.148.25,Roxanne,The Police,Outlandos D'Amour - Remastered 2003,spotify:track:3EYOJ48Et32uATr9ZmLnAo,,,,fwdbtn,fwdbtn,False,True,False,1712072735,False,50
2024-04-02 15:45:38+00:00,android,2482,IT,93.33.148.25,Only God Can Judge Me (ft. Rappin' 4-Tay),2Pac,All Eyez On Me,spotify:track:7sKt5Y2zJpYw78iAxndB8y,,,,fwdbtn,fwdbtn,False,True,False,1712072736,False,47
2024-04-02 15:45:40+00:00,android,1116,IT,93.33.148.25,Deja Vu,Eminem,Relapse [Deluxe],spotify:track:5Mo51IWW49vhISzDLs4CqU,,,,fwdbtn,fwdbtn,False,True,False,1712072739,False,56
2024-04-02 15:45:41+00:00,android,1741,IT,93.33.148.25,All Mine,Kanye West,ye,spotify:track:3U21A07gAloCc4P7J8rxcn,,,,fwdbtn,fwdbtn,False,True,False,1712072740,False,87
2024-04-02 15:45:42+00:00,android,1454,IT,93.33.148.25,03' Bonnie & Clyde,JAY-Z,The Blueprint 2: The Gift & The Curse,spotify:track:5ljCWsDlSyJ41kwqym2ORw,,,,fwdbtn,fwdbtn,False,True,False,1712072742,False,29
2024-04-02 15:45:53+00:00,android,9757,IT,93.33.148.25,All Eyez On Me (ft. Big Syke),2Pac,All Eyez On Me,spotify:track:4VQNCzfZ3MdHEwwErNXpBo,,,,fwdbtn,fwdbtn,False,True,False,1712072743,False,56
2024-04-02 15:48:05+00:00,android,132185,IT,93.33.148.25,Wet Dreamz,J. Cole,2014 Forest Hills Drive,spotify:track:4tqcoej1zPvwePZCzuAjJd,,,,fwdbtn,fwdbtn,False,True,False,1712072753,False,46
2024-04-02 16:06:58+00:00,android,421956,IT,93.34.129.101,Runaway,Kanye West,My Beautiful Dark Twisted Fantasy,spotify:track:3DK6m7It6Pw857FcQftMds,,,,fwdbtn,logout,False,False,False,1712072886,False,230
2024-04-03 06:25:23+00:00,android,5753,IT,93.33.135.121,Runaway,Kanye West,My Beautiful Dark Twisted Fantasy,spotify:track:3DK6m7It6Pw857FcQftMds,,,,appload,endplay,False,True,False,1712125517,False,230
2024-04-03 06:28:49+00:00,android,205360,IT,93.33.135.121,Who Can It Be Now?,Men At Work,Business As Usual,spotify:track:5BCykgPXc7zEBg2oU0klvy,,,,clickrow,trackdone,False,False,False,1712125526,False,15
2024-04-03 06:31:19+00:00,android,150000,IT,93.33.135.121,You Don't Own Me,Lesley Gore,Lesley Gore Sings Of Mixed-Up Hearts,spotify:track:7ngRS53kqxLcEt9Pythc5d,,,,trackdone,trackdone,False,False,False,1712125730,False,6
